Company,Permno,IpoDate
Intelliquest Information Grp,83280.0,1996-03-22
Belco Oil & Gas,83190.0,1996-03-25
Katz Digital Technologies,83284.0,1996-03-25
Onyx Acceptance,83295.0,1996-03-25
May & Speh,83313.0,1996-03-26
Party City,83299.0,1996-03-26
Penske Motorsports,83314.0,1996-03-26
Profit Recovery Group,83304.0,1996-03-26
Bacou USA,83238.0,1996-03-27
FemRx,83262.0,1996-03-27
GalaGen,83267.0,1996-03-27
PCD,83297.0,1996-03-27
Thermo Sentron,83230.0,1996-03-27
Century Aluminum,83244.0,1996-03-28
Segue Software,83309.0,1996-03-28
Tadiran Telecommunications,83320.0,1996-03-28
Barnett,83241.0,1996-03-29
Houghten Pharmaceuticals,83378.0,1996-03-29
Lycos,83392.0,1996-04-01
Arterial Vascular Engineering,83357.0,1996-04-02
Bonded Motors,83360.0,1996-04-02
KVH Industries,83390.0,1996-04-02
Microware Systems,83397.0,1996-04-02
Sipex,83416.0,1996-04-02
York Group,83436.0,1996-04-02
Ansoft,83351.0,1996-04-03
DecisionOne Holdings,83370.0,1996-04-03
Excite Inc,83431.0,1996-04-03
Housecall Medical Resources,83381.0,1996-04-03
Lucent Technologies,83332.0,1996-04-03
Sapient,83413.0,1996-04-03
Cost Plus,83365.0,1996-04-04
Praegitzer Industries,83401.0,1996-04-04
Parts Source,83346.0,1996-04-08
Qualmark,83407.0,1996-04-08
Batteries Batteries,83359.0,1996-04-09
Applewoods,83355.0,1996-04-11
Ribozyme Pharmaceuticals,83412.0,1996-04-11
Universal Display,77610.0,1996-04-11
Worldtalk Communications,83430.0,1996-04-12
Yahoo!,83435.0,1996-04-12
Applied Graphics Technologies,83349.0,1996-04-16
Terra Nova(Bermuda)Holdings,83343.0,1996-04-16
Walsh International,83428.0,1996-04-16
Kentek Information Systems,83389.0,1996-04-17
Suiza Foods,83421.0,1996-04-17
CardioThoracic Systems,83368.0,1996-04-18
CompuServe,83367.0,1996-04-18
LanVision Systems,83391.0,1996-04-18
Planet Hollywood Internatnl,83403.0,1996-04-18
Transition Systems,83423.0,1996-04-18
Thrifty Payless Holdings,83340.0,1996-04-19
Carbo Ceramics,83366.0,1996-04-22
Travelers/Aetna Property,83341.0,1996-04-22
AXENT Technologies,83358.0,1996-04-23
InVision Technologies,83383.0,1996-04-23
Shells Seafood Restaurants,83415.0,1996-04-23
Outdoor Systems,83400.0,1996-04-24
Affinity Technology Group,83348.0,1996-04-25
American Portable Telecom,83354.0,1996-04-25
Casa Ole Restaurants,83362.0,1996-04-25
Heartport,83379.0,1996-04-25
MotorVac Technologies,83395.0,1996-04-25
i2 Technologies,83386.0,1996-04-25
SpectraLink,83418.0,1996-04-26
Infonautics,83382.0,1996-04-29
Polycom,83405.0,1996-04-29
Sykes Enterprises,83422.0,1996-04-29
JPM,83388.0,1996-04-30
Physiometrix,83404.0,1996-04-30
Western Staff Services,83429.0,1996-04-30
Wiztec Solutions,83426.0,1996-04-30
Autonomous Technologies,83473.0,1996-05-01
Biopsys Medical,83482.0,1996-05-01
Bolder Technologies,83485.0,1996-05-01
Glas-Aire Industries Group,83514.0,1996-05-01
Sawtek,83553.0,1996-05-01
Brooks Fiber Properties,83480.0,1996-05-02
Edify,83497.0,1996-05-02
Jakks Pacific,83520.0,1996-05-02
Lion Brewery,83525.0,1996-05-02
Marks Bros. Jewelers,83526.0,1996-05-02
Whittman-Hart,83580.0,1996-05-03
Harrington Financial Group,83518.0,1996-05-06
Millennium Pharmaceuticals,83531.0,1996-05-06
Associates First Capital,83440.0,1996-05-07
Loehmann's (May Department),83524.0,1996-05-07
OpenVision Technologies,83542.0,1996-05-07
Zomax Optical Media,83582.0,1996-05-07
BioTransplant,83487.0,1996-05-08
En Pointe Technologies,83499.0,1996-05-08
Forensic Technologies Intern,83509.0,1996-05-08
Nova,83453.0,1996-05-08
Designer Holdings,83446.0,1996-05-09
Digital Video Systems,83496.0,1996-05-09
ONYX Pharmaceuticals,83541.0,1996-05-09
Polymer Group,83457.0,1996-05-09
SIBIA Neurosciences,83555.0,1996-05-09
Toolex Alpha,83567.0,1996-05-09
American Wagering,83479.0,1996-05-10
Excel Communications,83447.0,1996-05-10
Forasol-Foramer,83507.0,1996-05-10
General Surgical Innovations,83516.0,1996-05-10
Guangshen Railway,83450.0,1996-05-10
Touch Tone America,83569.0,1996-05-10
Vincam Group,83576.0,1996-05-10
"First Fin Corp,Providence,RI",83508.0,1996-05-13
Coach USA,83570.0,1996-05-14
Legacy Software,83523.0,1996-05-14
Mechanical Dynamics,83528.0,1996-05-14
Microcide Pharmaceuticals,83527.0,1996-05-14
West Coast Entertainment,83578.0,1996-05-14
Asahi/America,83470.0,1996-05-15
General Chemical Group,83449.0,1996-05-15
SunStar Healthcare,83561.0,1996-05-15
ACC Consumer Finance,83465.0,1996-05-16
Aksys,83466.0,1996-05-16
Conversion Technologies,83493.0,1996-05-16
Fortress Group,83506.0,1996-05-16
Oacis Healthcare Holdings,83538.0,1996-05-16
Premier Financial Bancorp,83547.0,1996-05-16
Trico Marine Services,83568.0,1996-05-16
UroCor,83574.0,1996-05-16
GeoScience,83515.0,1996-05-17
Publishing Co of N. America,83546.0,1996-05-17
Wyndham Hotel,83464.0,1996-05-20
CardioGenesis,83490.0,1996-05-21
Craig Consumer Electronics,83491.0,1996-05-21
Saks Holdings,83459.0,1996-05-21
American States Financial,83439.0,1996-05-22
Avigen,83475.0,1996-05-22
Digene,83495.0,1996-05-22
Electronic Hair Styling,83498.0,1996-05-22
Garden Botanika,83512.0,1996-05-22
Open Market,83539.0,1996-05-22
Western Wireless,83581.0,1996-05-22
99 Cents Only Stores,83452.0,1996-05-23
Medallion Financial,83565.0,1996-05-23
Neurocrine Biosciences,83534.0,1996-05-23
Novoste,83535.0,1996-05-23
Suburban Lodges of America,83557.0,1996-05-23
Aspect Development,83471.0,1996-05-24
Cerion Technologies,83489.0,1996-05-24
Tysons Financial,83573.0,1996-05-24
Photran,83550.0,1996-05-29
Premier Parks,76209.0,1996-05-29
n-Vision,83537.0,1996-05-29
AirNet Systems,83467.0,1996-05-30
Exactech,83503.0,1996-05-30
Imagyn Medical,83519.0,1996-05-30
Open Plan Systems,83549.0,1996-05-30
Sunquest Information Systems,83560.0,1996-05-30
Urologix,83575.0,1996-05-30
Eclipse Surgical Technologies,83500.0,1996-05-31
SS&C Technologies,83559.0,1996-05-31
Sunrise Assisted Living,83558.0,1996-05-31
Paravant Computer Systems,83685.0,1996-06-03
Titanium Metals,83699.0,1996-06-04
ASE Test,83623.0,1996-06-05
Genset,83660.0,1996-06-05
Registry,83688.0,1996-06-05
Virus Research Institute,83707.0,1996-06-05
Affymetrix,83616.0,1996-06-06
Innovasive Devices,83666.0,1996-06-06
Rush Enterprises,83690.0,1996-06-06
Fusion Medical Technologies,83658.0,1996-06-07
Thermo Optek,83612.0,1996-06-07
Collaborative Clinical,83632.0,1996-06-10
McLeod,83674.0,1996-06-10
Verilink,83709.0,1996-06-10
EntreMed,83651.0,1996-06-11
Harborside Healthcare,83598.0,1996-06-11
Infoseek,84009.0,1996-06-11
Cardiac Pathways,83645.0,1996-06-12
Farallon Communications,83657.0,1996-06-12
Asia Satellite,83587.0,1996-06-13
Diatide,83649.0,1996-06-13
DuPont Photomasks,83650.0,1996-06-13
Metromail,83605.0,1996-06-13
PageMart Wireless,83681.0,1996-06-13
Southern Pacific Funding,83611.0,1996-06-13
Andrx,83615.0,1996-06-14
ICT Group,83664.0,1996-06-14
Unify,83704.0,1996-06-14
Ugly Duckling,83703.0,1996-06-17
Boston Communications Group,83625.0,1996-06-18
CFM Technologies,83637.0,1996-06-18
Visible Genetics,83706.0,1996-06-18
Bigmar,83626.0,1996-06-19
CardioVascular Dynamics,83633.0,1996-06-19
Dayton Superior Corp,83594.0,1996-06-19
Diamond Home Services,83648.0,1996-06-19
Fine Host,83655.0,1996-06-19
Interstate Hotels,83603.0,1996-06-19
ANSYS,83621.0,1996-06-20
Aradigm,83622.0,1996-06-20
CollaGenex,83638.0,1996-06-20
Keystone Automotive Industs,83669.0,1996-06-20
Pacific Greystone,83606.0,1996-06-20
Ryerson Tull,83609.0,1996-06-20
Thermatrix,83700.0,1996-06-20
USCS International,83705.0,1996-06-20
Borealis Technology,83629.0,1996-06-21
BroadVision,83630.0,1996-06-21
EP MedSystems,83653.0,1996-06-21
Rutherford-Moran Oil,83689.0,1996-06-21
Sabratek,83692.0,1996-06-21
Genesee & Wyoming,83661.0,1996-06-24
Grand Prix Assoc Long Beach,83662.0,1996-06-24
Kideo Productions,83670.0,1996-06-24
Multicom Publishing,83676.0,1996-06-24
PacificAmerica Money Center,83680.0,1996-06-24
Providence Journal,83608.0,1996-06-24
Electroscope,83654.0,1996-06-25
Heritage Propane Prtnrs LP,84400.0,1996-06-25
"IMC Mortgage, Tampa,Florida",83667.0,1996-06-25
Aviation Sales,83588.0,1996-06-26
Central Financial Acceptance,83635.0,1996-06-26
ICTS Holland Production,83665.0,1996-06-26
Integ,83678.0,1996-06-26
CheckPoint Software Tech,83639.0,1996-06-27
Donna Karan International,83595.0,1996-06-27
FactSet Research Systems,83597.0,1996-06-27
Multiple Zones International,83677.0,1996-06-27
Qiagen,83686.0,1996-06-27
Siebel Systems,83693.0,1996-06-27
Smithway Motor Xpress,83694.0,1996-06-27
Teleport Communications Group,83696.0,1996-06-27
Travis Boats & Motors,83702.0,1996-06-27
Trex Medical,83613.0,1996-06-27
Apache Medical Systems,83618.0,1996-06-28
American Materials & Techs,83733.0,1996-07-01
American Pad & Paper,83719.0,1996-07-01
C/NET,83744.0,1996-07-01
Channell Commercial,83740.0,1996-07-01
Phoenix International Ltd.,83781.0,1996-07-01
Printware,83785.0,1996-07-01
Drilex,83746.0,1996-07-02
IXC Communications,83766.0,1996-07-02
North Face,83801.0,1996-07-02
OneWave,83778.0,1996-07-02
Printrak International,83732.0,1996-07-02
United Payors & United,83805.0,1996-07-02
Elbit Vision Systems,83750.0,1996-07-03
Nuwave Technologies,83809.0,1996-07-03
Cluckcorp International,83793.0,1996-07-09
Capital Factors Holdings,83737.0,1996-07-10
Maxim Pharmaceuticals,83722.0,1996-07-10
RemedyTemp,83789.0,1996-07-11
Precision Response,83784.0,1996-07-16
Cadus Pharmaceutical,83769.0,1996-07-17
Coinmach Laundry,83810.0,1996-07-17
Karrington Health,83768.0,1996-07-18
Pegasystems,83779.0,1996-07-18
Sterile Recoveries,83800.0,1996-07-18
Versant Object Technology,83808.0,1996-07-18
Black Rock Golf,83735.0,1996-07-19
Claremont Technology Group,83743.0,1996-07-19
FBL Financial Group,83720.0,1996-07-19
Pacific Gateway Exchange,83780.0,1996-07-19
Farm Family Holdings,83721.0,1996-07-22
First Enterprise Financl Grp,83753.0,1996-07-22
Restrac,83794.0,1996-07-22
Object Design,83776.0,1996-07-23
Universal Outdoor Holdings,83803.0,1996-07-23
Visual Edge Systems,83747.0,1996-07-24
American Disposal Services,83731.0,1996-07-25
First Alliance,83751.0,1996-07-25
Optika Imaging Systems,83777.0,1996-07-25
Research Engineers,83790.0,1996-07-25
Strayer Education,83799.0,1996-07-25
Calypte Biomedical,83736.0,1996-07-26
Ventana Medical Systems,83807.0,1996-07-26
Caribbean Cigar,83851.0,1996-07-30
GKN Holding,83758.0,1996-07-30
Geron,83756.0,1996-07-30
Source Services,83797.0,1996-07-30
TV Filme,83788.0,1996-07-30
Golden Bear Golf,83878.0,1996-07-31
Silicon Gaming,83795.0,1996-07-31
TeleTech Holdings,83916.0,1996-07-31
Einstein Bros Bagels,83865.0,1996-08-01
FPIC Insurance Group,83866.0,1996-08-01
Lamar Advertising,83879.0,1996-08-01
Steinway Musical Instruments,83832.0,1996-08-01
Cambridge Heart,83849.0,1996-08-02
SelfCare,83830.0,1996-08-05
Alternative Living Services,83816.0,1996-08-06
SoloPoint,83902.0,1996-08-06
TriTeal,83912.0,1996-08-06
Amarillo Biosciences,83840.0,1996-08-07
Guess,83822.0,1996-08-07
Bank United,84003.0,1996-08-08
Carriage Services,83856.0,1996-08-08
HealthCor Holdings,83870.0,1996-08-08
National Processing,83828.0,1996-08-08
Raster Graphics,83899.0,1996-08-08
SRS Labs,83908.0,1996-08-08
TeleSpectrum Worldwide,83915.0,1996-08-08
Visigenic Software,83917.0,1996-08-08
Aware,83844.0,1996-08-09
Hambrecht & Quist Group,83823.0,1996-08-09
Hvide Marine,83873.0,1996-08-09
Midcoast Energy Resources,83825.0,1996-08-09
Telco Communications Group,83911.0,1996-08-09
HumaScan,83874.0,1996-08-12
NetLive Communications,83887.0,1996-08-12
Pioneer Commercial Funding,83892.0,1996-08-12
Ace*Comm,83838.0,1996-08-13
Dal-Tile International,83820.0,1996-08-13
Dynamex,83861.0,1996-08-13
Paracelsus Healthcare,83829.0,1996-08-13
ABT Global Pharmaceutical,83836.0,1996-08-14
CONNECT,83852.0,1996-08-14
Dailey Petroleum Services,83857.0,1996-08-14
Dura Automotive Systems,83860.0,1996-08-14
MIM,83883.0,1996-08-14
Consolidated Cigar Holdings,83819.0,1996-08-15
Interlink Computer Sciences,83877.0,1996-08-15
Signature Resorts,83901.0,1996-08-15
Willbros Group,83834.0,1996-08-15
CCC Information Srvcs Group,83850.0,1996-08-16
E*Trade Group,83862.0,1996-08-16
Service Experts,83900.0,1996-08-16
Atria Communities,83843.0,1996-08-20
CapStar Hotel,83818.0,1996-08-20
R&G Financial,83897.0,1996-08-22
TransAct Technologies,83910.0,1996-08-22
Metro One Telecommunications,83884.0,1996-08-23
Stericycle,83906.0,1996-08-23
New York Bagel Enterprises,83890.0,1996-08-27
CompuRAD,83853.0,1996-08-28
Gradall Industries,83869.0,1996-08-28
Hollywood Productions,83933.0,1996-09-10
American Craft Brewing,83921.0,1996-09-11
Diedrich Coffee,83929.0,1996-09-11
QEP,83957.0,1996-09-17
Cymer,83928.0,1996-09-18
Internatnl Network Services,83941.0,1996-09-18
RMH Teleservices,83958.0,1996-09-18
Rental Service,83962.0,1996-09-18
Thermo BioAnalysis,84000.0,1996-09-18
Willis Lease Finance,83969.0,1996-09-18
Applied Analytical Industries,83918.0,1996-09-19
Calpine,83981.0,1996-09-19
Houston Exploration,83991.0,1996-09-19
Document Sciences,83931.0,1996-09-20
Technology Modeling Assocs,83966.0,1996-09-20
Cross-Continent Auto Retlrs,83983.0,1996-09-23
Hot Topic,83939.0,1996-09-23
American Residential Services,83979.0,1996-09-24
Snyder Communications,83998.0,1996-09-24
Abercrombie & Fitch,83976.0,1996-09-25
Algos Pharmaceutical,83922.0,1996-09-25
Coffee People,83948.0,1996-09-25
Ensec International,83932.0,1996-09-25
Halter Marine Group,83990.0,1996-09-25
Industri-Matematik,83940.0,1996-09-25
LCC International,83944.0,1996-09-25
Ocwen Financial,84007.0,1996-09-25
Peerless Systems,83956.0,1996-09-25
Rofin-Sinar Technologies,83961.0,1996-09-25
Tri-Point Medical,83967.0,1996-09-25
Abacus Direct,83920.0,1996-09-26
CellNet Data Systems,83925.0,1996-09-26
Kapson Senior Quarters,83943.0,1996-09-26
NeoTherapeutics,83950.0,1996-09-26
RockShox,83960.0,1996-09-26
Staffmark,83965.0,1996-09-26
TAG Heuer International,83999.0,1996-09-26
Univision Communications,84001.0,1996-09-26
Xionics Document Technologies,83971.0,1996-09-26
Cox Radio Inc,83982.0,1996-09-27
Gargoyles,83937.0,1996-09-27
Intelligroup,83942.0,1996-09-27
Leap Group,83945.0,1996-09-27
Lightbridge,83946.0,1996-09-27
Mansur Industries,83947.0,1996-09-27
Nitinol Medical Technologies,83953.0,1996-09-27
Orckit Communications,84008.0,1996-09-27
Advanced Fibre Communications,84047.0,1996-09-30
Film Roman,84121.0,1996-09-30
Storm Technology,84074.0,1996-09-30
CN Biosciences,84064.0,1996-10-02
Control Devices,84127.0,1996-10-02
Costilla Energy,84065.0,1996-10-02
Medi-Ject,84099.0,1996-10-02
Advanced Health,84045.0,1996-10-03
Cornell Corrections,84023.0,1996-10-03
Dover Downs Entertainment,84026.0,1996-10-03
Integrated Living Communities,84089.0,1996-10-03
Peerless Group,84119.0,1996-10-03
Pegasus Communications,84117.0,1996-10-03
Metzler Group,84103.0,1996-10-04
EVEREN Capital,84027.0,1996-10-07
Advance Paradigm,84046.0,1996-10-08
Chicago Pizza & Brewery,84062.0,1996-10-08
Gulfstream Aerospace,84028.0,1996-10-09
Kitty Hawk,84094.0,1996-10-09
Lason Inc,84096.0,1996-10-09
Markwest Hydrocarbon,84110.0,1996-10-09
Splash Technology Holdings,84130.0,1996-10-09
Suburban Ostomy Supply,84128.0,1996-10-09
Hibbett Sporting Goods,84084.0,1996-10-10
QuadraMed,84120.0,1996-10-10
Superior Consultant Holdings,84133.0,1996-10-10
Trusted Information Systems,84135.0,1996-10-10
FaxSav,84078.0,1996-10-11
Intensiva Healthcare,84087.0,1996-10-11
Medical Alliance,84097.0,1996-10-11
Sabre Group Holdings,84036.0,1996-10-11
Superior Telecom,84040.0,1996-10-11
White Pine Software,84148.0,1996-10-11
Xomed Surgical Products,84151.0,1996-10-11
Carson,84018.0,1996-10-14
Memco Software,84101.0,1996-10-15
ArQule,84052.0,1996-10-16
Digex,84071.0,1996-10-16
Metro Networks,84106.0,1996-10-16
Metrogolf,84105.0,1996-10-16
TALX,84134.0,1996-10-16
Transkaryotic Therapies,84136.0,1996-10-16
Specialty Catalog,84066.0,1996-10-17
Viatel,84147.0,1996-10-17
XLConnect Solutions,84150.0,1996-10-17
Community Care Services,84061.0,1996-10-18
Matrix Capital,84108.0,1996-10-18
Memberworks,84098.0,1996-10-18
Spatial Technology,84039.0,1996-10-18
Summit Design,84125.0,1996-10-18
ACI Telecentrics,84043.0,1996-10-21
Image Guided Technologies,84086.0,1996-10-21
ONTRACK Data International,84113.0,1996-10-21
Alyn,84050.0,1996-10-22
Wild Oats Markets,84111.0,1996-10-22
CyberMedia,84068.0,1996-10-23
Homegate Hospitality,84085.0,1996-10-23
SmarTalk TeleServices,84126.0,1996-10-23
United Auto Group,84042.0,1996-10-23
Enamelon,84077.0,1996-10-24
Interntnl Telecommuncation,84092.0,1996-10-24
Metris Companies,84107.0,1996-10-24
PJ America,84118.0,1996-10-24
QC Optics,84034.0,1996-10-24
Stage Stores,84132.0,1996-10-24
US Franchise Systems,84142.0,1996-10-24
Uroquest Medical,84141.0,1996-10-24
V-One,84144.0,1996-10-24
Award Software International,84055.0,1996-10-25
Cubist Pharmaceuticals,84060.0,1996-10-25
Granite Financial,84080.0,1996-10-25
Infinity Financial Technology,84091.0,1996-10-25
Javelin Systems,84093.0,1996-10-25
Simulation Sciences,84124.0,1996-10-25
Thinking Tools Inc,84139.0,1996-10-25
Triumph Group,84041.0,1996-10-25
Educational Medical,84076.0,1996-10-28
Instrumentation Laboratory,84088.0,1996-10-28
National-Oilwell,84032.0,1996-10-28
Aurum Software,84054.0,1996-10-29
Dominick's Supermarkets,84025.0,1996-10-29
Imatec,84090.0,1996-10-29
Metropolitan Financial,84154.0,1996-10-29
Bitstream,84057.0,1996-10-30
Depuy,84024.0,1996-10-30
Donnelley Enterprise Slns,84070.0,1996-10-30
Education Management,84075.0,1996-10-30
Midway Games,84031.0,1996-10-30
Voxware,84146.0,1996-10-30
Boston Biomedica,84056.0,1996-10-31
Delta Financial,84164.0,1996-10-31
Ingram Micro,84168.0,1996-10-31
New Holland,84179.0,1996-10-31
Prime Service,84175.0,1996-10-31
Ridgeview,84252.0,1996-10-31
Triangle Pharmaceuticals,84279.0,1996-10-31
Allin Communications,84187.0,1996-11-01
Kevco,84227.0,1996-11-01
Offshore Energy Development,84242.0,1996-11-01
Room Plus,84246.0,1996-11-01
Synthetic Industries,84259.0,1996-11-01
United Natural Foods,84275.0,1996-11-01
Vitech America,84282.0,1996-11-01
ZAG Industries,84285.0,1996-11-01
International Speedway,84226.0,1996-11-04
SeaChange International,84255.0,1996-11-04
Advanced Radio Telecom,84191.0,1996-11-05
Aviron,84192.0,1996-11-05
Candlewood Hotel Company,84202.0,1996-11-05
Symons International Group,84258.0,1996-11-05
Tellurian,84271.0,1996-11-05
Integrated Medical Resources,84221.0,1996-11-06
NCO Group,84238.0,1996-11-06
Applied Imaging,84186.0,1996-11-07
Information Management,84222.0,1996-11-07
Primus Telecommunications,84247.0,1996-11-07
Autobond Acceptance,84182.0,1996-11-08
IA Corp,84219.0,1996-11-08
Viisage Technology,84280.0,1996-11-08
ProSource,84248.0,1996-11-11
Bristol Technology Systems,84197.0,1996-11-12
Miami Computer Supply,84231.0,1996-11-12
O'Gara,84243.0,1996-11-12
American Medserve,84189.0,1996-11-13
Florida Panthers Holdings,84250.0,1996-11-13
Monterey Resources,84170.0,1996-11-13
Steiner Leisure,84263.0,1996-11-13
MLC Holdings Inc,84234.0,1996-11-14
Twinlab,84274.0,1996-11-15
Deutsche Telekom,84165.0,1996-11-18
Gold Banc Corporation,84214.0,1996-11-18
Rankin Automotive Group,84251.0,1996-11-18
SeaMED,84257.0,1996-11-18
Ticketmaster Group,84269.0,1996-11-18
3Dlabs Inc.,84266.0,1996-11-19
CV Therapeutics,85668.0,1996-11-19
Mego Mortgage,84235.0,1996-11-19
ViroPharma,84281.0,1996-11-19
Geotel Communications,84213.0,1996-11-20
Panavision Inc,84174.0,1996-11-20
Applied Intelligence Group,84224.0,1996-11-21
Integrated Surgical Systems,12928.0,1996-11-21
Mazel Stores,84230.0,1996-11-21
Nu Skin Asia Pacific,84172.0,1996-11-21
Obie Media Corporation,84240.0,1996-11-21
Rogue Wave Software,84253.0,1996-11-21
Steel Dynamics,84262.0,1996-11-21
Styling Technology,84264.0,1996-11-21
Brilliant Digital Ent,84159.0,1996-11-22
Ciao Cucina,84201.0,1996-11-22
HealthCare Financial Partners,84217.0,1996-11-22
CB Commercial Holdings,84198.0,1996-11-25
Linens`n Things,84169.0,1996-11-25
Manchester Equipment,84229.0,1996-11-25
Firearms Training Systems,84208.0,1996-11-26
Forrester Research,84210.0,1996-11-26
Genesis Energy LP,84167.0,1996-11-26
Roadhouse Grill,84216.0,1996-11-26
Think New Ideas,84267.0,1996-11-26
UOL Publishing,84277.0,1996-11-26
West Teleservices,84283.0,1996-11-26
Freshstart Venture Capital,84212.0,1996-11-27
"Leading Edge Packaging, Inc.",84318.0,1996-12-02
ViaSat,84348.0,1996-12-03
Puma Technology,84329.0,1996-12-04
TTI Team Telecom Internatnl,84344.0,1996-12-04
